id_pedido,data_venda,id_cliente,cliente,segmento,regiao,uf,id_produto,produto,categoria,canal_venda,vendedor,forma_pagamento,quantidade,preco_unitario,desconto_pct,receita_bruta,valor_desconto,receita_liquida,custo_total,lucro,status_pedido,prazo_entrega_dias,avaliacao_cliente
V00778,2025-04-14,C007,Loja Avenida,B2C,Centro-Oeste,GO,P010,Carregador USB-C,Telefonia,Representante,Carla Mendes,,5,110.14,0.0,550.7,0.0,550.7,198.25,352.45,Pendente,2,3.0
V00779,2025-09-27,C003,Casa Norte,B2C,Norte,AM,P009,Smartphone X,Telefonia,E-commerce,Carla Mendes,Transferência,2,2902.06,0.03,5804.12,174.12,5630.0,3732.76,1897.24,Concluída,3,3.0
V00780,2026-01-10,C010,Tech Mais,B2C,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,E-commerce,Diego Alves,Transferência,2,1424.1,0.0,2848.2,0.0,2848.2,1715.64,1132.56,Concluída,15,
V00781,2026-01-17,C004,Delta Store,B2B,Sul,PR,P007,Mesa Office,Móveis,Representante,Diego Alves,Boleto,5,743.47,0.0,3717.35,0.0,3717.35,2100.65,1616.7,Concluída,4,5.0
V00782,2025-05-15,C008,Prime Atacado,B2B,Sul,RS,P003,Teclado Mecânico,Acessórios,E-commerce,Ana Souza,Boleto,6,347.48,0.0,2084.88,0.0,2084.88,908.04,1176.84,Concluída,2,5.0
V00783,2026-03-19,C004,Delta Store,B2B,Sul,PR,P009,Smartphone X,Telefonia,Marketplace,Bruno Lima,Pix,1,2772.06,0.0,2772.06,0.0,2772.06,2068.72,703.34,Concluida,4,5.0
V00784,2025-01-10,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,E-commerce,Diego Alves,Transferência,2,209.62,0.05,419.24,20.96,398.28,188.06,210.22,Pendente,3,5.0
V00785,2025-11-20,C003,Casa Norte,B2C,Norte,AM,P009,Smartphone X,Telefonia,Marketplace,Carla Mendes,Boleto,3,3083.7,0.0,9251.1,0.0,9251.1,6268.62,2982.48,Concluída,3,4.0
V00786,2025-02-18,C009,Shopping Mix,B2C,Nordeste,PE,P010,Carregador USB-C,Telefonia,Marketplace,Ana Souza,Pix,2,113.02,0.1,226.04,22.6,203.44,85.88,117.56,Concluída,4,2.0
V00787,2025-09-18,C001,Alfa Distribuidora,B2B,Sudeste,SP,P004,Monitor 24,Informática,Marketplace,Ana Souza,Transferência,1,897.33,0.0,897.33,0.0,897.33,581.16,316.17,Concluída,4,4.0
V00788,2026-01-05,C006,Mercado Central,B2B,Nordeste,BA,P005,Headset Gamer,Acessórios,Representante,Fernanda Rocha,Boleto,3,223.04,0.1,669.12,66.91,602.21,339.0,263.21,Concluída,2,5.0
V00789,2026-02-26,C006,Mercado Central,B2B,Nordeste,BA,P001,Notebook Pro 14,Informática,Loja Física,Carla Mendes,Pix,5,4489.41,0.0,22447.05,0.0,22447.05,15797.55,6649.5,Cancelada,5,5.0
V00790,2025-06-28,C010,Tech Mais,B2C,Sudeste,SP,P010,Carregador USB-C,Telefonia,Representante,Carla Mendes,Boleto,2,111.79,0.0,223.58,0.0,223.58,86.94,136.64,Concluída,4,4.0
V00791,2026-04-03,C009,Shopping Mix,B2C,Nordeste,PE,P008,Webcam Full HD,Acessórios,Loja Física,Diego Alves,Boleto,3,195.16,0.05,585.48,29.27,556.21,287.04,269.17,Concluída,2,3.0
V00792,2025-06-21,C008,Prime Atacado,B2B,Sul,RS,P003,Teclado Mecânico,Acessórios,Representante,Diego Alves,Transferência,6,325.18,0.03,1951.08,58.53,1892.55,817.14,1075.41,Concluída,7,5.0
V00793,2025-06-15,C002,Beta Varejo,B2B,Sudeste,MG,P002,Mouse Wireless,Acessórios,Representante,Bruno Lima,Boleto,3,87.07,0.0,261.21,0.0,261.21,105.9,155.31,Concluída,3,4.0
V00794,2025-10-01,C006,Mercado Central,B2B,Nordeste,BA,P005,Headset Gamer,Acessórios,Marketplace,Carla Mendes,Transferência,2,265.79,0.05,531.58,26.58,505.0,224.76,280.24,Concluída,2,5.0
V00795,2026-06-18,C006,Mercado Central,B2B,Nordeste,BA,P010,Carregador USB-C,Telefonia,Marketplace,Diego Alves,Pix,2,114.47,0.0,228.94,0.0,228.94,92.36,136.58,Concluída,3,
V00796,2025-05-09,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,E-commerce,Carla Mendes,Cartão Crédito,1,4423.74,0.05,4423.74,221.19,4202.55,3265.17,937.38,Pendente,15,2.0
V00797,2026-02-11,C004,Delta Store,B2B,Sul,PR,P003,Teclado Mecânico,Acessórios,Loja Física,Ana Souza,Cartão Crédito,5,333.5,0.05,1667.5,83.38,1584.12,683.75,900.37,Concluída,15,
V00798,2025-02-25,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,Loja Física,Diego Alves,Cartão Crédito,2,2544.61,0.0,5089.22,0.0,5089.22,4232.26,856.96,Concluída,4,2.0
V00799,2025-06-09,C002,Beta Varejo,B2B,Sudeste,MG,P005,Headset Gamer,Acessórios,Loja Física,Diego Alves,Boleto,2,240.76,0.1,481.52,48.15,433.37,217.44,215.93,Concluída,5,2.0
V00800,2025-10-18,C004,Delta Store,B2B,Sul,PR,P004,Monitor 24,Informática,Marketplace,Bruno Lima,Pix,10,871.5,0.03,8715.0,261.45,8453.55,6002.1,2451.45,Concluída,5,5.0
V00801,2025-01-30,C009,Shopping Mix,B2C,Nordeste,PE,P003,Teclado Mecânico,Acessórios,Loja Física,Carla Mendes,Boleto,2,310.22,0.0,620.44,0.0,620.44,301.02,319.42,Concluída,5,5.0
V00802,2025-10-06,C008,Prime Atacado,B2B,Sul,RS,P008,Webcam Full HD,Acessórios,Marketplace,Bruno Lima,Pix,6,209.75,0.03,1258.5,37.75,1220.75,504.3,716.45,Concluída,7,4.0
V00803,2026-04-13,C010,Tech Mais,B2C,Sudeste,SP,P010,Carregador USB-C,Telefonia,Marketplace,Fernanda Rocha,Boleto,2,119.3,0.08,238.6,19.09,219.51,80.96,138.55,Concluída,3,3.0
V00804,2025-08-21,C006,Mercado Central,B2B,Nordeste,BA,P008,Webcam Full HD,Acessórios,Loja Física,Diego Alves,Boleto,8,226.91,0.08,1815.28,145.22,1670.06,668.72,1001.34,Cancelada,4,4.0
V00805,2025-09-24,C006,Mercado Central,B2B,Nordeste,BA,P007,Mesa Office,Móveis,E-commerce,Carla Mendes,Cartão Crédito,3,717.68,0.05,2153.04,107.65,2045.39,1322.04,723.35,Concluída,3,3.0
V00806,2025-05-20,C001,Alfa Distribuidora,B2B,Sudeste,SP,P009,Smartphone X,Telefonia,Representante,Carla Mendes,Transferência,1,2882.08,0.08,2882.08,230.57,2651.51,1827.84,823.67,Concluída,5,5.0
V00807,2026-05-19,C009,Shopping Mix,B2C,Nordeste,PE,P001,Notebook Pro 14,Informática,Marketplace,Carla Mendes,Cartão Crédito,2,4103.04,0.03,8206.08,246.18,7959.9,5913.08,2046.82,Concluída,7,5.0
V00808,2025-08-25,C007,Loja Avenida,B2C,Sudeste ,GO,P005,Headset Gamer,Acessórios,Loja Física,Fernanda Rocha,Boleto,3,255.16,0.05,765.48,38.27,727.21,301.47,425.74,Concluída,3,3.0
V00809,2026-03-24,C004,Delta Store,B2B,Sul,PR,P007,Mesa Office,Móveis,Marketplace,Bruno Lima,Pix,4,849.34,0.15,3397.36,509.6,2887.76,1776.92,1110.84,Concluída,2,5.0
V00810,2025-08-14,C007,Loja Avenida,B2C,Centro-Oeste,GO,P007,Mesa Office,Móveis,Representante,Ana Souza,Transferência,3,808.1,0.08,2424.3,193.94,2230.36,1350.09,880.27,Cancelada,2,5.0
V00811,2025-10-06,C004,Delta Store,B2B,Sul,PR,P009,Smartphone X,Telefonia,Representante,Fernanda Rocha,Boleto,6,2696.26,0.05,16177.56,808.88,15368.68,11601.42,3767.26,Pendente,2,5.0
V00812,2025-03-12,C007,Loja Avenida,B2C,Centro-Oeste,GO,P004,Monitor 24,Informática,E-commerce,Bruno Lima,Boleto,1,940.45,0.0,940.45,0.0,940.45,587.05,353.4,Concluída,10,3.0
V00813,2026-04-09,C002,Beta Varejo,B2B,Sudeste,MG,P008,Webcam Full HD,Acessórios,Representante,Fernanda Rocha,Transferência,1,224.06,0.03,224.06,6.72,217.34,97.57,119.77,Concluída,5,4.0
V00814,2025-01-20,C004,Delta Store,B2B,Sul,PR,P006,Cadeira Ergonômica,Móveis,E-commerce,Ana Souza,Cartão Crédito,1,1417.98,0.03,1417.98,42.54,1375.44,918.61,456.83,Concluída,4,4.0
V00815,2025-10-16,C003,Casa Norte,B2C,Norte,AM,P002,Mouse Wireless,Acessórios,Representante,,Transferência,10,91.61,0.0,916.1,0.0,916.1,373.9,542.2,Concluída,3,
V00816,2025-04-03,C001,Alfa Distribuidora,B2B,Sudeste,SP,P004,Monitor 24,Informática,E-commerce,Ana Souza,Transferência,2,976.4,0.0,1952.8,0.0,1952.8,1266.58,686.22,Devolvida,3,
V00817,2026-03-07,C004,Delta Store,B2B,Sul,PR,P006,Cadeira Ergonômica,Móveis,Representante,Diego Alves,Boleto,2,1495.88,0.05,2991.76,149.59,2842.17,1695.26,1146.91,Concluída,4,3.0
V00818,2025-12-05,C008,Prime Atacado,B2B,Sul,RS,P001,Notebook Pro 14,Informática,Loja Física,Bruno Lima,Cartão Crédito,1,3876.71,0.0,3876.71,0.0,3876.71,3242.77,633.94,Concluída,3,5.0
V00819,2025-03-15,C005,E-commerce Livre,B2C,Sudeste,RJ,P007,Mesa Office,Móveis,Marketplace,Bruno Lima,Pix,1,718.75,0.0,718.75,0.0,718.75,467.1,251.65,Cancelada,4,5.0
V00820,2025-01-13,C005,E-commerce Livre,B2C,Sudeste,RJ,P007,Mesa Office,Móveis,Loja Física,Bruno Lima,Transferência,3,818.19,0.05,2454.57,122.73,2331.84,1332.78,999.06,Concluída,2,4.0
V00821,2025-02-04,C008,Prime Atacado,B2B,Sul,RS,P004,Monitor 24,Informática,E-commerce,Diego Alves,Cartão Crédito,6,912.51,0.08,5475.06,438.0,5037.06,4020.48,1016.58,Concluída,5,5.0
V00822,2026-04-30,C009,Shopping Mix,B2C,Nordeste,PE,P004,Monitor 24,Informática,Marketplace,Carla Mendes,Boleto,10,993.98,0.05,9939.8,496.99,9442.81,5879.5,3563.31,Cancelada,2,5.0
V00823,2026-06-18,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,Loja Física,Carla Mendes,Transferência,8,4133.74,0.05,33069.92,1653.5,31416.42,24337.2,7079.22,Concluída,4,5.0
V00824,2026-01-05,C005,E-commerce Livre,B2C,Sudeste,RJ,P004,Monitor 24,Informática,Loja Física,Bruno Lima,Cartão Crédito,8,985.2,0.0,7881.6,0.0,7881.6,5258.0,2623.6,Concluida,3,2.0
V00825,2025-11-29,C004,Delta Store,B2B,Sul,PR,P007,Mesa Office,Móveis,Loja Física,Bruno Lima,Boleto,2,858.53,0.05,1717.06,85.85,1631.21,902.82,728.39,Concluída,5,1.0
V00826,2026-02-10,C010,Tech Mais,B2C,Sudeste,SP,P002,Mouse Wireless,Acessórios,E-commerce,Ana Souza,Cartão Crédito,2,98.6,0.0,197.2,0.0,197.2,81.18,116.02,Concluída,5,4.0
V00827,2025-06-08,C010,Tech Mais,B2C,Sudeste,SP,P008,Webcam Full HD,Acessórios,Representante,Ana Souza,Pix,3,193.96,0.0,581.88,0.0,581.88,292.59,289.29,Concluída,7,
V00828,2025-04-04,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,Representante,Ana Souza,Cartão Crédito,1,201.25,0.05,201.25,10.06,191.19,98.44,92.75,Devolvida,4,5.0
V00829,2025-04-20,C006,Mercado Central,B2B,Nordeste,BA,P003,Teclado Mecânico,Acessórios,E-commerce,Diego Alves,Pix,1,356.81,0.15,356.81,53.52,303.29,137.67,165.62,Concluída,2,4.0
V00830,2025-12-22,C006,Mercado Central,B2B,Nordeste,BA,P009,Smartphone X,Telefonia,Marketplace,Bruno Lima,Cartão Crédito,5,2753.04,0.0,13765.2,0.0,13765.2,9717.85,4047.35,Pendente,5,4.0
V00831,2025-05-18,C007,Loja Avenida,B2C,Centro-Oeste,GO,P006,Cadeira Ergonômica,Móveis,Representante,Ana Souza,Transferência,1,1507.89,0.08,1507.89,120.63,1387.26,844.48,542.78,Concluída,2,3.0
V00832,2025-10-29,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,Marketplace,Bruno Lima,Pix,3,3092.12,0.03,9276.36,278.29,8998.07,6366.09,2631.98,Concluída,5,5.0
V00833,2025-11-28,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Marketplace,Carla Mendes,Pix,1,1322.28,0.05,1322.28,66.11,1256.17,811.47,444.7,Concluída,5,
V00834,2025-06-08,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,Marketplace,Carla Mendes,Boleto,3,3022.69,0.0,9068.07,0.0,9068.07,6316.29,2751.78,Concluída,10,4.0
V00835,2026-04-10,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Loja Física,Fernanda Rocha,Transferência,3,1402.12,0.0,4206.36,0.0,4206.36,2469.0,1737.36,Concluída,2,5.0
V00836,2026-01-08,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,E-commerce,Carla Mendes,Cartão Crédito,1,3975.43,0.05,3975.43,198.77,3776.66,2981.69,794.97,Concluída,3,
V00837,2025-07-14,C009,Shopping Mix,B2C,Nordeste,PE,P007,Mesa Office,Móveis,Marketplace,Fernanda Rocha,Pix,6,850.23,0.0,5101.38,0.0,5101.38,2727.66,2373.72,Concluída,2,1.0
V00838,2025-11-27,C010,Tech Mais,B2C,Sudeste,SP,P005,Headset Gamer,Acessórios,Marketplace,Carla Mendes,Cartão Crédito,3,240.04,0.03,720.12,21.6,698.52,290.22,408.3,Concluída,5,4.0
V00839,2025-03-10,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,Loja Física,Bruno Lima,Pix,4,2663.54,0.08,10654.16,852.33,9801.83,8125.28,1676.55,Concluída,3,5.0
V00840,2025-04-20,C001,Alfa Distribuidora,B2B,Sudeste,SP,P004,Monitor 24,Informática,Marketplace,Bruno Lima,Cartão Crédito,5,882.38,0.0,4411.9,0.0,4411.9,3282.0,1129.9,Concluída,4,4.0
V00841,2026-02-02,C001,Alfa Distribuidora,B2B,Sudeste,SP,P010,Carregador USB-C,Telefonia,Marketplace,Fernanda Rocha,Boleto,1,114.17,0.0,114.17,0.0,114.17,46.17,68.0,Concluída,4,5.0
V00842,2025-08-15,C001,Alfa Distribuidora,B2B,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,Loja Física,Ana Souza,Pix,8,1452.84,0.03,11622.72,348.68,11274.04,7303.6,3970.44,Concluída,4,3.0
V00843,2026-04-25,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Loja Física,Carla Mendes,Transferência,3,90.64,0.1,271.92,27.19,244.73,111.75,132.98,Pendente,5,5.0
V00844,2025-09-30,C006,Mercado Central,B2B,Nordeste,BA,P001,Notebook Pro 14,Informática,Loja Física,Ana Souza,Boleto,3,3899.55,0.0,11698.65,0.0,11698.65,8581.29,3117.36,Concluída,4,5.0
V00845,2026-06-16,C002,Beta Varejo,B2B,Sudeste,MG,P004,Monitor 24,Informática,Loja Física,Ana Souza,Pix,1,833.22,0.0,833.22,0.0,833.22,662.94,170.28,Concluída,4,4.0
V00846,2025-07-14,C009,Shopping Mix,B2C,Nordeste,PE,P007,Mesa Office,Móveis,E-commerce,Fernanda Rocha,Pix,1,870.95,0.05,870.95,43.55,827.4,417.69,409.71,Concluída,2,
V00847,2026-03-02,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,Loja Física,Fernanda Rocha,Boleto,1,333.62,0.0,333.62,0.0,333.62,152.13,181.49,Concluida,5,5.0
V00848,2025-04-17,C008,Prime Atacado,B2B,Sul,RS,P007,Mesa Office,Móveis,E-commerce,Bruno Lima,Transferência,6,715.49,0.0,4292.94,0.0,4292.94,2488.92,1804.02,Pendente,4,5.0
V00849,2025-06-11,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Marketplace,Carla Mendes,Boleto,4,1277.99,0.0,5111.96,0.0,5111.96,3377.8,1734.16,Concluída,3,1.0
V00850,2026-01-16,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Marketplace,Diego Alves,Boleto,6,1501.79,0.0,9010.74,0.0,9010.74,5120.46,3890.28,Concluída,5,5.0
V00851,2025-08-08,C010,Tech Mais,B2C,Sudeste,,P004,Monitor 24,Informática,Marketplace,Fernanda Rocha,Boleto,1,832.26,0.08,832.26,66.58,765.68,628.87,136.81,Concluída,5,4.0
V00852,2026-04-04,C006,Mercado Central,B2B,Nordeste,BA,P008,Webcam Full HD,Acessórios,Marketplace,Ana Souza,Cartão Crédito,2,224.56,0.08,449.12,35.93,413.19,178.58,234.61,Pendente,4,5.0
V00853,2025-01-17,C005,E-commerce Livre,B2C,Sudeste,RJ,P010,Carregador USB-C,Telefonia,E-commerce,Carla Mendes,Cartão Crédito,3,120.72,0.1,362.16,36.22,325.94,117.9,208.04,Pendente,7,5.0
V00854,2025-08-08,C005,E-commerce Livre,B2C,Sudeste,RJ,P004,Monitor 24,Informática,Representante,Ana Souza,Boleto,1,958.64,0.08,958.64,76.69,881.95,592.95,289.0,Pendente,2,3.0
V00855,2025-06-08,C009,Shopping Mix,B2C,Nordeste,PE,P009,Smartphone X,Telefonia,Loja Física,Ana Souza,Transferência,3,2874.69,0.05,8624.07,431.2,8192.87,5482.95,2709.92,Pendente,2,3.0
V00856,2025-05-22,C006,Mercado Central,B2B,Nordeste,BA,P003,Teclado Mecânico,Acessórios,Representante,Carla Mendes,Pix,1,327.91,0.1,327.91,32.79,295.12,150.78,144.34,Cancelada,2,4.0
V00857,2025-11-04,C004,Delta Store,B2B,Sul,PR,P005,Headset Gamer,Acessórios,Loja Física,Fernanda Rocha,Transferência,2,242.35,0.0,484.7,0.0,484.7,219.08,265.62,Concluída,7,4.0
V00858,2025-03-21,C010,Tech Mais,B2C,Sudeste,SP,P004,Monitor 24,Informática,Representante,Diego Alves,Pix,1,927.93,0.0,927.93,0.0,927.93,656.99,270.94,Concluída,3,
V00859,2025-04-08,C008,Prime Atacado,B2B,Sul,RS,P010,Carregador USB-C,Telefonia,Representante,Ana Souza,Transferência,3,100.76,0.05,302.28,15.11,287.17,121.65,165.52,Cancelada,7,
V00860,2025-12-09,C002,Beta Varejo,B2B,Sudeste,MG,P001,Notebook Pro 14,Informática,Representante,Diego Alves,Transferência,3,4200.38,0.05,12601.14,630.06,11971.08,8636.19,3334.89,Concluída,5,2.0
V00861,2025-01-12,C002,Beta Varejo,B2B,Sudeste,MG,P004,Monitor 24,Informática,Marketplace,Ana Souza,Boleto,2,968.07,0.08,1936.14,154.89,1781.25,1144.2,637.05,Concluída,3,5.0
V00862,2025-11-23,C009,Shopping Mix,B2C,Nordeste,PE,P001,Notebook Pro 14,Informática,E-commerce,Carla Mendes,Pix,1,4445.28,0.0,4445.28,0.0,4445.28,3148.1,1297.18,Concluída,7,4.0
V00863,2026-02-07,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,Marketplace,Fernanda Rocha,Cartão Crédito,3,3997.77,0.05,11993.31,599.67,11393.64,9856.95,1536.69,Concluída,7,5.0
V00864,2025-10-24,C004,Delta Store,B2B,Sul,PR,P007,Mesa Office,Móveis,Marketplace,Bruno Lima,Pix,0,775.37,0.0,775.37,0.0,775.37,449.81,325.56,Concluida,2,4.0
V00865,2026-05-03,C006,Mercado Central,B2B,Nordeste,BA,P002,Mouse Wireless,Acessórios,Loja Física,Fernanda Rocha,Transferência,5,105.07,0.03,525.35,15.76,509.59,207.3,302.29,Concluída,4,5.0
V00866,2026-02-13,C005,E-commerce Livre,B2C,Sudeste,RJ,P002,Mouse Wireless,Acessórios,Marketplace,Bruno Lima,Pix,3,95.36,0.03,286.08,8.58,277.5,122.25,155.25,Cancelada,4,4.0
V00867,2025-07-22,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,Marketplace,Diego Alves,Pix,3,2872.83,0.0,8618.49,0.0,8618.49,6313.71,2304.78,Concluída,4,3.0
V00868,2026-06-21,C009,Shopping Mix,B2C,Nordeste,PE,P010,Carregador USB-C,Telefonia,E-commerce,Bruno Lima,Cartão Crédito,1,121.97,0.0,121.97,0.0,121.97,39.92,82.05,Concluída,4,2.0
V00869,2025-11-28,C005,E-commerce Livre,B2C,Sudeste,RJ,P007,Mesa Office,Móveis,Loja Física,Ana Souza,Transferência,2,795.37,0.03,1590.74,47.72,1543.02,846.4,696.62,Concluída,15,4.0
V00870,2025-12-23,C007,Loja Avenida,B2C,Centro-Oeste,GO,P006,Cadeira Ergonômica,Móveis,E-commerce,Carla Mendes,Boleto,2,1287.31,0.03,2574.62,77.24,2497.38,1838.68,658.7,Concluída,5,1.0
V00871,2025-11-09,C010,Tech Mais,B2C,Sudeste,SP,P001,Notebook Pro 14,Informática,E-commerce,Carla Mendes,Transferência,2,4496.9,0.0,8993.8,0.0,8993.8,6230.98,2762.82,Concluída,7,2.0
V00872,2026-03-28,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,Loja Física,Bruno Lima,Pix,0,301.95,0.08,1811.7,144.94,1666.76,855.6,811.16,Concluída,4,
V00873,2025-03-29,C006,Mercado Central,B2B,Nordeste,BA,P003,Teclado Mecânico,Acessórios,Loja Física,Ana Souza,Pix,1,300.57,0.03,300.57,9.02,291.55,135.54,156.01,Concluída,10,
V00874,2025-10-22,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,Loja Física,Carla Mendes,Cartão Crédito,2,353.0,0.03,706.0,21.18,684.82,280.88,403.94,Concluída,5,
V00875,2026-04-28,C005,E-commerce Livre,B2C,Sudeste,RJ,P008,Webcam Full HD,Acessórios,Loja Física,Carla Mendes,Pix,2,220.05,0.0,440.1,0.0,440.1,169.28,270.82,Concluída,15,5.0
V00876,2025-07-28,C009,Shopping Mix,B2C,Nordeste,PE,P004,Monitor 24,Informática,Representante,Fernanda Rocha,Transferência,5,900.8,0.0,4504.0,0.0,4504.0,2889.05,1614.95,Concluída,4,5.0
V00877,2025-01-19,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,Marketplace,Fernanda Rocha,Cartão Crédito,3,293.45,0.0,880.35,0.0,880.35,408.21,472.14,Concluída,10,5.0
V00878,2025-03-03,C005,E-commerce Livre,B2C,Sudeste,RJ,P003,Teclado Mecânico,Acessórios,Representante,Bruno Lima,Boleto,5,320.83,0.0,1604.15,0.0,1604.15,681.15,923.0,Devolvida,7,3.0
V00879,2025-01-09,C001,Alfa Distribuidora,B2B,Sudeste,SP,P008,Webcam Full HD,Acessórios,Loja Física,Diego Alves,Boleto,3,211.52,0.05,634.56,31.73,602.83,294.39,308.44,Concluída,5,2.0
V00880,2025-01-20,C006,Mercado Central,B2B,Nordeste,BA,P002,Mouse Wireless,Acessórios,Representante,Diego Alves,Pix,1,89.42,0.0,89.42,0.0,89.42,40.04,49.38,Concluída,3,5.0
V00881,2025-04-12,C007,Loja Avenida,B2C,Centro-Oeste,GO,P009,Smartphone X,Telefonia,Representante,Diego Alves,Cartão Crédito,1,2705.52,0.0,2705.52,0.0,2705.52,1954.29,751.23,Concluída,4,4.0
V00882,2026-05-28,C003,Casa Norte,B2C,Norte,AM,P004,Monitor 24,Informática,Marketplace,Fernanda Rocha,Cartão Crédito,10,811.95,0.0,8119.5,0.0,8119.5,5670.0,2449.5,Concluída,2,5.0
V00883,2026-06-27,C001,Alfa Distribuidora,B2B,Sudeste,SP,P004,Monitor 24,Informática,Representante,Carla Mendes,Transferência,3,904.19,0.03,2712.57,81.38,2631.19,1739.88,891.31,Concluída,4,5.0
V00884,2025-01-19,C007,Loja Avenida,B2C,Centro-Oeste,GO,P003,Teclado Mecânico,Acessórios,Representante,Carla Mendes,Boleto,1,296.19,0.15,296.19,44.43,251.76,133.97,117.79,Cancelada,7,4.0
V00885,2026-05-29,C005,E-commerce Livre,B2C,Sudeste,RJ,P004,Monitor 24,Informática,Representante,Ana Souza,Boleto,1,829.51,0.05,829.51,41.48,788.03,631.78,156.25,Cancelada,10,5.0
V00886,2025-10-14,C007,Loja Avenida,B2C,Centro-Oeste,GO,P001,Notebook Pro 14,Informática,E-commerce,Bruno Lima,Boleto,1,4004.94,0.08,4004.94,320.4,3684.54,2920.91,763.63,Concluída,5,4.0
V00887,2025-03-31,C007,Loja Avenida,B2C,Centro-Oeste,GO,P003,Teclado Mecânico,Acessórios,Marketplace,Fernanda Rocha,,8,333.78,0.0,2670.24,0.0,2670.24,1265.12,1405.12,Concluída,4,4.0
V00888,2025-06-06,C007,Loja Avenida,B2C,Centro-Oeste,GO,P004,Monitor 24,Informática,Marketplace,Carla Mendes,Boleto,1,898.22,0.0,898.22,0.0,898.22,605.23,292.99,Concluída,7,5.0
V00889,2025-05-15,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,E-commerce,Bruno Lima,Pix,1,2745.8,0.0,2745.8,0.0,2745.8,1875.56,870.24,Cancelada,5,3.0
V00890,2026-06-21,C003,Casa Norte,B2C,Norte,AM,P005,Headset Gamer,Acessórios,E-commerce,Diego Alves,Pix,2,221.59,0.05,443.18,22.16,421.02,197.78,223.24,Pendente,7,4.0
V00891,2025-11-22,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,Loja Física,Fernanda Rocha,Cartão Crédito,3,352.16,0.03,1056.48,31.69,1024.79,413.85,610.94,Concluída,7,5.0
V00892,2025-05-30,C003,Casa Norte,B2C,Norte,AM,P006,Cadeira Ergonômica,Móveis,Loja Física,Carla Mendes,Transferência,4,1472.45,0.1,5889.8,588.98,5300.82,3777.76,1523.06,Concluída,5,5.0
V00893,2026-03-30,C007,Loja Avenida,B2C,Centro-Oeste,GO,P005,Headset Gamer,Acessórios,Representante,Bruno Lima,Pix,4,248.03,0.0,992.12,0.0,992.12,446.68,545.44,Concluída,2,4.0
V00894,2025-07-09,C002,Beta Varejo,B2B,Sudeste,MG,P003,Teclado Mecânico,Acessórios,Loja Física,Fernanda Rocha,Boleto,1,311.76,0.0,311.76,0.0,311.76,143.85,167.91,Concluída,5,5.0
V00895,2025-08-25,C010,Tech Mais,B2C,Sudeste,SP,P010,Carregador USB-C,Telefonia,E-commerce,Bruno Lima,Cartão Crédito,5,104.21,0.0,521.05,0.0,521.05,225.4,295.65,Concluída,15,5.0
V00896,2026-05-04,C006,Mercado Central,B2B,Nordeste,BA,P002,Mouse Wireless,Acessórios,E-commerce,Fernanda Rocha,Transferência,3,106.01,0.0,318.03,0.0,318.03,111.09,206.94,Concluída,4,
V00897,2026-02-01,C006,Mercado Central,B2B,Nordeste,BA,P003,Teclado Mecânico,Acessórios,Marketplace,Diego Alves,Pix,1,326.68,0.03,326.68,9.8,316.88,150.44,166.44,Concluída,4,5.0
V00898,2025-08-20,C003,Casa Norte,B2C,Norte,AM,P004,Monitor 24,Informática,Loja Física,Diego Alves,Cartão Crédito,1,962.9,0.03,962.9,28.89,934.01,644.89,289.12,Concluída,3,5.0
V00899,2025-08-16,C005,E-commerce Livre,B2C,Sudeste,RJ,P007,Mesa Office,Móveis,E-commerce,Bruno Lima,Cartão Crédito,6,776.15,0.15,4656.9,698.54,3958.36,2583.6,1374.76,Concluída,4,
